generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2260000300§5.8457775§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 1, 7]))§673§0.07795489
6§799999700§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 1]))§1515§0.12524372
507§1259999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§105572§1.7756836
