generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2139999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 8, 6, 7]))§673§0.038730618
3§519999840§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 7, 5]))§1007§0.050775647
16§979999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§3211§0.11483865
517§1399999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 5, 7, 0]))§107810§3.1885018
