generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1699999900§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 8, 6]))§675§0.05869559
3§679999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 6, 7]))§1010§0.07066938
19§919999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 0, 5, 7]))§3718§0.17046143
520§1339999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§108739§3.3812075
