generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1419999700§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 7, 8, 1]))§673§0.07417258
2§799999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 7]))§842§0.08217548
23§839999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§4401§0.2004344
524§1299999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§109599§4.223234
