generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2280000000§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 0, 6, 7]))§672§0.070274614
6§499999900§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 7, 6]))§1512§0.10116365
14§759999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§2871§0.13898695
515§1399999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§107382§3.5353572
