generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1459999500§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 1, 7, 8, 6]))§668§0.10840793
2§1019999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 0, 6]))§838§0.12441305
12§939999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§2534§0.21261081
513§1079999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§107108§3.9849179
