generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1740000000§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 6, 8]))§672§0.047520116
3§499999900§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 0, 5]))§1005§0.053835187
13§779999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 0, 5, 7]))§2695§0.093951054
514§1099999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§107087§3.092776
