generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2159999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 8, 0, 6]))§672§0.07126528
2§579999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 0, 5]))§840§0.08543366
15§839999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§3026§0.25384417
516§1279999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§107487§5.1300454
