generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1379999500§1.8248979§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 8, 5, 0, 6]))§676§0.038066
2§759999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 5, 6]))§844§0.043583628
7§779999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§1684§0.07119745
508§1339999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§106072§3.151553
