generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1479999200§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6]))§670§0.098872006
2§819999700§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 4, 5, 0]))§838§0.10619441
503§1259999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 4, 5, 0]))§104458§2.1946707
