generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1820000400§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7]))§674§0.079753816
2§1239999400§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 4]))§842§0.085543536
503§1399999700§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 5]))§104643§1.8489757
