generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1199999700§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 7, 8]))§672§0.083415866
4§659999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 5, 7]))§1173§0.10928743
11§779999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§2356§0.16307954
512§979999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§106739§3.450267
