generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2240000500§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6]))§672§0.15104437
3§1019999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 4]))§1007§0.15951358
504§1199999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 4]))§104777§2.9293032
