generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1959999500§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 5, 6]))§673§0.10154024
14§799999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§2866§0.18389985
515§1219999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§107519§4.2428727
