generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2299999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 8, 6]))§674§0.063790984
3§799999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 0, 7]))§1009§0.07571708
7§839999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§1684§0.09756123
508§1239999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§105809§3.8382945
