generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2240001000§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 5, 4]))§673§0.08348777
502§1580000300§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 4, 1, 5]))§104507§1.8388715
