generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1719999700§6.3418646§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([9, 7]))§671§0.056520935
2§1159999400§5.8457775§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 5]))§838§0.059303734
3§1059999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 1]))§1007§0.06268152
504§1459999900§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 4]))§104879§1.570636
