generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1679999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 8, 0]))§674§0.0693114
4§699999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 7, 5]))§1173§0.087527364
14§1239999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§2866§0.13726562
515§1279999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§107248§3.4515724
