generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2420000800§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 4, 1, 0]))§672§0.09105803
502§1539999900§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 1, 4, 0]))§104446§1.587882
