generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1799999900§6.3418646§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([9, 7]))§670§0.07879357
2§859999600§5.8457775§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([4, 0, 5, 7]))§839§0.08405636
3§979999550§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 0, 4, 5]))§1006§0.088266954
504§1319999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 4, 1]))§104861§1.9939423
