generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2240000500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§671§0.088855855
502§1339999700§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 4, 0, 1]))§104492§1.9519753
