generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2959999200§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 6]))§672§0.053692337
2§839999740§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 8, 6, 0]))§840§0.058661055
4§799999700§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 6, 7, 5, 0]))§1173§0.06749733
5§759999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 5, 6]))§1341§0.07174404
12§959999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§2530§0.098746374
513§1419999200§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§106934§2.792389
