generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1779999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 8, 6, 0]))§678§0.08180691
2§519999870§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 6, 7, 0, 5]))§848§0.08773099
3§559999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 7, 5]))§1017§0.09366399
15§1019999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§3050§0.13204275
516§1319999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 0, 7, 5]))§107488§2.166121
