generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1999999400§1.9100739§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 8]))§674§0.06450912
2§799999700§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 8, 7]))§845§0.071751595
3§379999940§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 5, 6]))§1012§0.07869469
11§999999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 7, 0, 6]))§2364§0.11887321
512§1499999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§106561§3.2029114
