generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1979999700§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7]))§671§0.06369295
5§1059999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5]))§1343§0.076754466
506§1499999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 1]))§105267§1.883636
