generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2439999200§1.9277467§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 5, 4, 6, 7]))§673§0.041014314
2§1139999600§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 7, 8]))§839§0.04473316
3§699999740§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 1, 7, 5]))§1007§0.04886202
5§739999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 7, 6]))§1343§0.059928343
9§659999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§2016§0.07896639
510§1319999200§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§106220§3.0412617
