generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1859999200§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 6, 0]))§670§0.055927116
2§1139999600§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 6, 7]))§837§0.06450379
10§719999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§2186§0.117979735
511§1119999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 7, 6, 5]))§106701§2.8519225
