generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1659999400§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 0, 8, 7, 5, 6]))§670§0.05960171
4§619999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 6, 7]))§1171§0.0769918
8§799999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 6, 7, 5]))§1845§0.09892548
509§979999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§105955§2.8996012
