generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2200000800§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 1]))§673§0.07029302
502§1279999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 4]))§104365§2.2206213
