generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2100000000§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 5, 0]))§674§0.0879017
13§919999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§2701§0.1475726
514§1219999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([5, 7, 0, 6]))§107229§3.570251
