generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1539999600§6.3807163§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 6]))§677§0.04627023
2§919999550§6.1227617§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 6, 7]))§846§0.048707888
3§659999740§5.8457775§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 5, 1, 4]))§1014§0.0545753
6§779999700§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 1, 4, 0]))§1520§0.065011434
507§1540000100§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 4, 1]))§105572§1.7449117
