generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1759999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 7, 6, 0]))§674§0.052892327
4§759999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 0, 6]))§1181§0.07158386
13§939999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 7, 0, 6]))§2702§0.11718643
514§1360000000§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§107279§3.2110162
