generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1559999500§1.8166178§Chromosome(steinerPoints=[(0.51068926, 0.12482473)], includedObstacleCornersIndices=set([6, 0, 8, 5, 7]))§670§0.062101055
2§739999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 7]))§838§0.072380655
10§719999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§2190§0.12027904
511§1479999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§106562§3.1238801
