generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2240000800§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§674§0.07403101
502§1199999400§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§104531§1.710696
