generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1839999200§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 0, 6, 7]))§676§0.06857539
5§879999600§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 6, 7]))§1349§0.09317066
18§879999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§3543§0.1534588
519§1319999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§108454§4.2631264
