generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2139999400§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 0, 7]))§673§0.06156321
6§699999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 5, 6, 0]))§1508§0.091372095
507§1480000100§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 6, 5]))§105520§3.5196686
