generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2419999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 5, 7]))§678§0.06824657
8§719999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§1863§0.11332601
509§1119999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 0, 6, 5]))§106186§3.3240552
