generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2499999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 6, 0, 7]))§677§0.082269005
2§839999940§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 0, 5]))§847§0.08955281
12§859999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§2537§0.15218394
513§1440000100§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§106980§3.3984723
