generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1119999600§2.5397143§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 6, 2, 1]))§669§0.04377015
2§200000020§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 6, 1]))§837§0.047525503
12§879999600§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 2, 6, 7]))§2527§0.0781723
513§939999550§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 6, 7, 1]))§106859§1.9405563
