generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2060000000§1.9100739§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 8]))§672§0.061943207
2§699999740§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 8, 6, 7]))§839§0.066509254
4§639999800§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 6, 7, 0, 1]))§1172§0.07262043
5§479999870§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 6, 5]))§1339§0.07777265
9§679999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 0, 7, 5]))§2014§0.096808285
510§1279999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§106436§2.5252137
