generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2779999500§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 7]))§670§0.120876625
10§899999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§2181§0.21809062
511§1199999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§106451§5.0022683
