generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2319999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 0, 6, 7]))§674§0.044853047
2§1340000000§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 7, 0]))§840§0.04844165
14§859999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§2868§0.10117767
515§1559999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§107295§3.5638108
