generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1439999400§6.700177§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 3, 0, 1]))§670§0.1126671
2§939999550§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 4, 0, 1]))§838§0.13581082
503§1359999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 1, 4]))§104627§2.9012613
