generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1539999500§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 6, 7, 0]))§679§0.055008017
16§999999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 6, 5, 0]))§3213§0.12831995
517§1159999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 7, 0]))§107758§2.9174802
