generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1579999700§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 6, 8]))§674§0.06286012
2§819999800§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 5, 6, 7]))§842§0.06998253
5§659999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 7]))§1340§0.0876853
9§679999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 0, 5, 7]))§2009§0.10844312
510§1459999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§106423§3.1145499
