generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1939999400§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 6, 5, 7, 8, 0]))§669§0.06409556
2§879999940§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 8, 0, 6]))§837§0.0720107
3§759999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 6, 7]))§1005§0.07612648
17§919999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 6, 0, 7]))§3370§0.12913293
518§1239999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 0, 5, 7]))§108185§3.157085
