generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1499999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5]))§672§0.08874341
502§1219999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 1]))§104623§2.0471091
