generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2040000100§2.5529106§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 2, 5, 1]))§672§0.042916976
2§539999940§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 6, 2]))§840§0.046381272
10§719999740§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 6, 7, 1]))§2181§0.06811514
511§1099999500§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 1, 6, 7]))§106469§1.9025918
