generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1920000100§5.8457775§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 4, 7]))§676§0.078947134
3§899999600§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7]))§1010§0.088864475
4§839999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 4, 0]))§1179§0.09294626
505§1419999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§105142§1.5918694
