generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1559999400§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 0]))§674§0.060469255
3§619999800§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 0, 8]))§1009§0.07479088
6§699999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 0, 6]))§1514§0.092736
13§879999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§2701§0.12837656
514§1279999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 6, 0, 5]))§107210§4.430537
