generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2299999200§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 5, 7]))§676§0.05669117
13§1079999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 6, 5]))§2710§0.11534496
514§1319999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§107182§3.3393316
