generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1859999500§1.9092792§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 6, 5, 0]))§671§0.040767252
2§819999740§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 6, 0]))§837§0.044190034
3§699999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 7, 5]))§1006§0.04774728
14§1019999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§2878§0.0841022
515§1239999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([5, 6, 0, 7]))§107376§3.1834302
