generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2539999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 6, 8]))§669§0.05473892
3§759999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 0, 5]))§1004§0.061352342
13§919999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 0, 7, 5]))§2687§0.09630671
514§1039999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§107326§3.24845
