generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2499999500§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 7, 6]))§671§0.059197836
14§1139999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§2863§0.15494247
515§1099999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([5, 7, 0, 6]))§107514§2.9281464
