generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1640000100§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 7, 6, 0]))§672§0.054502096
2§659999940§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 5, 6]))§846§0.062176637
19§999999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§3717§0.1452059
520§1419999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 6, 0, 5]))§108762§3.384679
