generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1879999500§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 7, 6]))§678§0.06767008
6§1039999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§1523§0.09467984
507§1199999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§105585§2.9630418
