generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2179999000§1.9277467§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 1, 7, 4, 6]))§675§0.06434928
2§799999900§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 6, 0]))§844§0.07051642
3§799999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 7, 6]))§1014§0.07659628
16§679999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 0, 7, 5]))§3208§0.14486957
517§1199999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§107971§3.1014307
