generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1999999400§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 0]))§671§0.042700905
2§799999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 7]))§840§0.048672587
10§599999800§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 0, 7, 5]))§2191§0.08704191
511§959999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§106436§3.3521163
