generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1759999600§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 7, 8]))§673§0.0548052
2§679999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 0, 5]))§840§0.062212516
14§999999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 6, 5]))§2869§0.112932555
515§1199999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§107463§2.9319885
