generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2199999700§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 1, 8, 5, 0]))§675§0.096459866
3§459999940§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 0, 5]))§1010§0.10998232
16§899999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 6, 7]))§3215§0.22783518
517§1019999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§107750§3.9573581
