generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1739999500§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 8, 7, 6, 1]))§673§0.1074024
3§439999900§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 8, 6]))§1008§0.12055976
4§939999550§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 1, 5, 0]))§1174§0.12808096
5§799999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 5, 6]))§1341§0.13419491
14§979999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§2865§0.18001397
515§1239999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§107057§2.9071274
