generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1779999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 7, 8]))§676§0.05710041
3§579999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 0, 7]))§1011§0.06971348
12§899999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§2533§0.11853768
513§1179999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 5, 6, 7]))§106868§3.591238
