generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1679999400§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 0, 8]))§672§0.074070916
5§659999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 7, 0]))§1346§0.12600136
14§799999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§2870§0.24034594
515§1399999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§107578§4.4059763
