generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2099999700§1.9100739§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 8]))§667§0.08958314
2§639999800§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 8, 6]))§834§0.09846888
4§599999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 6, 7, 0]))§1171§0.11431175
7§879999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§1677§0.13094348
508§1119999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§105713§3.9561267
